,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptoms_5
2691,Dimorphic hemmorhoids(piles),pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus, constipation
2692,Heart attack,chest_pain, breathlessness, sweating, nausea, fast_heart_rate
2693,Varicose veins,swollen_legs, swollen_blood_vessels, prominent_veins_on_calf, painful_walking, cramps
2694,Hypothyroidism,weight_gain, cold_hands_and_feets, fatigue, enlarged_thyroid, brittle_nails
2695,Hyperthyroidism,weight_loss, excessive_hunger, sweating, fast_heart_rate, irritability
2696,Hypoglycemia,sweating, dizziness, fatigue, headache, palpitations
2697,Osteoarthristis,joint_pain, knee_pain, hip_joint_pain, swelling_joints, movement_stiffness
2698,Arthritis,joint_pain, swelling_joints, movement_stiffness, muscle_pain, stiff_neck
2699,(vertigo) Paroymsal  Positional Vertigo,spinning_movements, loss_of_balance, unsteadiness, dizziness, nausea
2700,Acne,pus_filled_pimples, blackheads, scurring, skin_peeling, blister
2701,Urinary tract infection,burning_micturition, spotting_ urination, continuous_feel_of_urine, bladder_discomfort, foul_smell_of urine
2702,Psoriasis,skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
2703,Impetigo,skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, itching
2706,Fungal infection,skin_rash, dischromic _patches, itching, scurring, skin_peeling
2707,Allergy,itching, shivering, chills, watering_from_eyes,redness_of_eyes
2708,GERD, acidity, stomach_pain, indigestion, vomiting, loss_of_appetite
2709,Chronic cholestasis,yellowing_of_eyes, yellowish_skin, dark_urine, itching, abdominal_pain
2710,Drug Reaction,skin_rash, itching, nausea, vomiting, fatigue
2711,Peptic ulcer diseae,stomach_pain, acidity, vomiting, indigestion, loss_of_appetite
2712,AIDS,weight_loss, muscle_wasting, swelled_lymph_nodes, diarrhea, fatigue
2713,Diabetes ,polyuria, excessive_hunger, weight_loss, blurred_and_distorted_vision, family_history
2714,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,stomach_pain
2715,Bronchial Asthma, cough, breathlessness, phlegm, throat_irritation, congestion
2716,Hypertension ,fast_heart_rate, headache, dizziness, palpitations, fatigue
2717,Migraine,headache, pain_behind_the_eyes, blurred_and_distorted_vision, nausea, sweating
2718,Cervical spondylosis,neck_pain, back_pain, stiffness_neck, muscle_weakness, movement_stiffness
2719,Paralysis (brain hemorrhage),weakness_of_one_body_side, loss_of_balance, unsteadiness, slurred_speech, muscle_weakness
2720,Jaundice,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, loss_of_appetite
2721,Malaria,high_fever, chills, shivering, sweating, nausea
2722,Chicken pox,skin_rash, blisters, itching, red_spots_over_body, fatigue
2723,Dengue,high_fever, headache, pain_behind_the_eyes, nausea, muscle_pain
2724,Typhoid,high_fever, stomach_pain, headache, diarrhea, constipation
2725,hepatitis A, yellowish_skin, dark_urine, vomiting, loss_of_appetite, fatigue
2726,Hepatitis B,yellowing_of_eyes, yellowish_skin, dark_urine, abdominal_pain, fatigue
2727,Hepatitis C,fatigue, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain
2728,Hepatitis D,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, abdominal_pain
2729,Hepatitis E, yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, vomiting
2730,Alcoholic hepatitis, history_of_alcohol_consumption,vomiting, yellowing_of_eyes, abdominal_pain,foul_smell_of_urine
2731,Tuberculosis,breathlessness,chest_pain,blood_in_sputum, weight_loss,cough
2732,Common Cold,continuous_sneezing, runny_nose, congestion, cough, throat_irritation
2733,Pneumonia,cough, high_fever, breathlessness, chest_pain, phlegm
2734,Dimorphic hemmorhoids(piles),pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus, constipation
2735,Heart attack,chest_pain, breathlessness, sweating, nausea, fast_heart_rate
2736,Varicose veins,swollen_legs, swollen_blood_vessels, prominent_veins_on_calf, painful_walking, cramps
2737,Hypothyroidism,weight_gain, cold_hands_and_feets, fatigue, enlarged_thyroid, brittle_nails
2738,Hyperthyroidism,weight_loss, excessive_hunger, sweating, fast_heart_rate, irritability
2739,Hypoglycemia,sweating, dizziness, fatigue, headache, palpitations
2740,Osteoarthristis,joint_pain, knee_pain, hip_joint_pain, swelling_joints, movement_stiffness
2741,Arthritis,joint_pain, swelling_joints, movement_stiffness, muscle_pain, stiff_neck
2742,(vertigo) Paroymsal  Positional Vertigo,spinning_movements, loss_of_balance, unsteadiness, dizziness, nausea
2743,Acne,pus_filled_pimples, blackheads, scurring, skin_peeling, blister
2744,Urinary tract infection,burning_micturition, spotting_ urination, continuous_feel_of_urine, bladder_discomfort, foul_smell_of urine
2745,Psoriasis,skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
2746,Impetigo,skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, itching
2747,Fungal infection,skin_rash, dischromic _patches, itching, scurring, skin_peeling
2748,Allergy,itching, shivering, chills, watering_from_eyes,redness_of_eyes
2749,GERD, acidity, stomach_pain, indigestion, vomiting, loss_of_appetite
2750,Chronic cholestasis,yellowing_of_eyes, yellowish_skin, dark_urine, itching, abdominal_pain
2751,Drug Reaction,skin_rash, itching, nausea, vomiting, fatigue
2752,Peptic ulcer diseae,stomach_pain, acidity, vomiting, indigestion, loss_of_appetite
2753,AIDS,weight_loss, muscle_wasting, swelled_lymph_nodes, diarrhea, fatigue
2754,Diabetes ,polyuria, excessive_hunger, weight_loss, blurred_and_distorted_vision, family_history
2755,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,stomach_pain
2756,Bronchial Asthma, cough, breathlessness, phlegm, throat_irritation, congestion
2757,Hypertension ,fast_heart_rate, headache, dizziness, palpitations, fatigue
2758,Migraine,headache, pain_behind_the_eyes, blurred_and_distorted_vision, nausea, sweating
2759,Cervical spondylosis,neck_pain, back_pain, stiffness_neck, muscle_weakness, movement_stiffness
2760,Paralysis (brain hemorrhage),weakness_of_one_body_side, loss_of_balance, unsteadiness, slurred_speech, muscle_weakness
2761,Jaundice,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, loss_of_appetite
2762,Malaria,high_fever, chills, shivering, sweating, nausea
2763,Chicken pox,skin_rash, blisters, itching, red_spots_over_body, fatigue
2764,Dengue,high_fever, headache, pain_behind_the_eyes, nausea, muscle_pain
2765,Typhoid,high_fever, stomach_pain, headache, diarrhea, constipation
2766,hepatitis A, yellowish_skin, dark_urine, vomiting, loss_of_appetite, fatigue
2767,Hepatitis B,yellowing_of_eyes, yellowish_skin, dark_urine, abdominal_pain, fatigue
2768,Hepatitis C,fatigue, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain
2769,Hepatitis D,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, abdominal_pain
2770,Hepatitis E, yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, vomiting
2771,Alcoholic hepatitis, history_of_alcohol_consumption,vomiting, yellowing_of_eyes, abdominal_pain,foul_smell_of urine
2772,Tuberculosis,breathlessness,chest_pain,blood_in_sputum, weight_loss,cough
2773,Common Cold,continuous_sneezing, runny_nose, congestion, cough, throat_irritation
2774,Pneumonia,cough, high_fever, breathlessness, chest_pain, phlegm
2775,Dimorphic hemmorhoids(piles),pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus, constipation
2776,Heart attack,chest_pain, breathlessness, sweating, nausea, fast_heart_rate
2777,Varicose veins,swollen_legs, swollen_blood_vessels, prominent_veins_on_calf, painful_walking, cramps
2778,Hypothyroidism,weight_gain, cold_hands_and_feets, fatigue, enlarged_thyroid, brittle_nails
2779,Hyperthyroidism,weight_loss, excessive_hunger, sweating, fast_heart_rate, irritability
2780,Hypoglycemia,sweating, dizziness, fatigue, headache, palpitations
2781,Osteoarthristis,joint_pain, knee_pain, hip_joint_pain, swelling_joints, movement_stiffness
2782,Arthritis,joint_pain, swelling_joints, movement_stiffness, muscle_pain, stiff_neck
2783,(vertigo) Paroymsal  Positional Vertigo,spinning_movements, loss_of_balance, unsteadiness, dizziness, nausea
2784,Acne,pus_filled_pimples, blackheads, scurring, skin_peeling, blister
2785,Urinary tract infection,burning_micturition, spotting_ urination, continuous_feel_of_urine, bladder_discomfort,foul_smell_of_urine
2786,Psoriasis,skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
2787,Impetigo,skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, itching
2788,Fungal infection,skin_rash, dischromic _patches, itching, scurring, skin_peeling
2789,Allergy,itching, shivering, chills, watering_from_eyes,redness_of_eyes
2790,GERD, acidity, stomach_pain, indigestion, vomiting, loss_of_appetite
2791,Chronic cholestasis,yellowing_of_eyes, yellowish_skin, dark_urine, itching, abdominal_pain
2792,Drug Reaction,skin_rash, itching, nausea, vomiting, fatigue
2793,Peptic ulcer diseae,stomach_pain, acidity, vomiting, indigestion, loss_of_appetite
2794,AIDS,weight_loss, muscle_wasting, swelled_lymph_nodes, diarrhea, fatigue
2795,Diabetes ,polyuria, excessive_hunger, weight_loss, blurred_and_distorted_vision, family_history
2796,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,stomach_pain
2797,Bronchial Asthma, cough, breathlessness, phlegm, throat_irritation, congestion
2798,Hypertension ,fast_heart_rate, headache, dizziness, palpitations, fatigue
2799,Migraine,headache, pain_behind_the_eyes, blurred_and_distorted_vision, nausea, sweating
2800,Cervical spondylosis,neck_pain, back_pain, stiffness_neck, muscle_weakness, movement_stiffness
2801,Paralysis (brain hemorrhage),weakness_of_one_body_side, loss_of_balance, unsteadiness, slurred_speech, muscle_weakness
2802,Jaundice,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, loss_of_appetite
2803,Malaria,high_fever, chills, shivering, sweating, nausea
2804,Chicken pox,skin_rash, blisters, itching, red_spots_over_body, fatigue
2805,Dengue,high_fever, headache, pain_behind_the_eyes, nausea, muscle_pain
2806,Typhoid,high_fever, stomach_pain, headache, diarrhea, constipation
2807,hepatitis A, yellowish_skin, dark_urine, vomiting, loss_of_appetite, fatigue
2808,Hepatitis B,yellowing_of_eyes, yellowish_skin, dark_urine, abdominal_pain, fatigue
2809,Hepatitis C,fatigue, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain
2810,Hepatitis D,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, abdominal_pain
2811,Hepatitis E, yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, vomiting
2812,Alcoholic hepatitis, history_of_alcohol_consumption,vomiting, yellowing_of_eyes, abdominal_pain,foul_smell_of_urine
2813,Tuberculosis,breathlessness,chest_pain,blood_in_sputum, weight_loss,cough
2814,Common Cold,continuous_sneezing, runny_nose, congestion, cough, throat_irritation
2815,Pneumonia,cough, high_fever, breathlessness, chest_pain, phlegm
2816,Dimorphic hemmorhoids(piles),pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus, constipation
2817,Heart attack,chest_pain, breathlessness, sweating, nausea, fast_heart_rate
2818,Varicose veins,swollen_legs, swollen_blood_vessels, prominent_veins_on_calf, painful_walking, cramps
2819,Hypothyroidism,weight_gain, cold_hands_and_feets, fatigue, enlarged_thyroid, brittle_nails
2820,Hyperthyroidism,weight_loss, excessive_hunger, sweating, fast_heart_rate, irritability
2821,Hypoglycemia,sweating, dizziness, fatigue, headache, palpitations
2822,Osteoarthristis,joint_pain, knee_pain, hip_joint_pain, swelling_joints, movement_stiffness
2823,Arthritis,joint_pain, swelling_joints, movement_stiffness, muscle_pain, stiff_neck
2824,(vertigo) Paroymsal  Positional Vertigo,spinning_movements, loss_of_balance, unsteadiness, dizziness, nausea
2825,Acne,pus_filled_pimples, blackheads, scurring, skin_peeling, blister
2826,Urinary tract infection,burning_micturition, spotting_ urination, continuous_feel_of_urine, bladder_discomfort, foul_smell_of urine
2827,Psoriasis,skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
2828,Impetigo,skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, itching
2829,Fungal infection,skin_rash, dischromic _patches, itching, scurring, skin_peeling
2830,Allergy,itching, shivering, chills, watering_from_eyes,redness_of_eyes
2831,GERD, acidity, stomach_pain, indigestion, vomiting, loss_of_appetite
2832,Chronic cholestasis,yellowing_of_eyes, yellowish_skin, dark_urine, itching, abdominal_pain
2833,Drug Reaction,skin_rash, itching, nausea, vomiting, fatigue
2834,Peptic ulcer diseae,stomach_pain, acidity, vomiting, indigestion, loss_of_appetite
2835,AIDS,weight_loss, muscle_wasting, swelled_lymph_nodes, diarrhea, fatigue
2836,Diabetes ,polyuria, excessive_hunger, weight_loss, blurred_and_distorted_vision, family_history
2837,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,stomach_pain
2838,Bronchial Asthma, cough, breathlessness, phlegm, throat_irritation, congestion
2839,Hypertension ,fast_heart_rate, headache, dizziness, palpitations, fatigue
2840,Migraine,headache, pain_behind_the_eyes, blurred_and_distorted_vision, nausea, sweating
2841,Cervical spondylosis,neck_pain, back_pain, stiffness_neck, muscle_weakness, movement_stiffness
2842,Paralysis (brain hemorrhage),weakness_of_one_body_side, loss_of_balance, unsteadiness, slurred_speech, muscle_weakness
2843,Jaundice,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, loss_of_appetite
2844,Malaria,high_fever, chills, shivering, sweating, nausea
2845,Chicken pox,skin_rash, blisters, itching, red_spots_over_body, fatigue
2846,Dengue,high_fever, headache, pain_behind_the_eyes, nausea, muscle_pain
2847,Typhoid,high_fever, stomach_pain, headache, diarrhea, constipation
2848,hepatitis A, yellowish_skin, dark_urine, vomiting, loss_of_appetite, fatigue
2849,Hepatitis B,yellowing_of_eyes, yellowish_skin, dark_urine, abdominal_pain, fatigue
2850,Hepatitis C,fatigue, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain
2851,Hepatitis D,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, abdominal_pain
2852,Hepatitis E, yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, vomiting
2853,Alcoholic hepatitis, history_of_alcohol_consumption,vomiting, yellowing_of_eyes, abdominal_pain,foul_smell_of_urine
2854,Tuberculosis,breathlessness,chest_pain,blood_in_sputum, weight_loss,cough
2855,Common Cold,continuous_sneezing, runny_nose, congestion, cough, throat_irritation
2856,Pneumonia,cough, high_fever, breathlessness, chest_pain, phlegm
2857,Dimorphic hemmorhoids(piles),pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus, constipation
2858,Heart attack,chest_pain, breathlessness, sweating, nausea, fast_heart_rate
2859,Varicose veins,swollen_legs, swollen_blood_vessels, prominent_veins_on_calf, painful_walking, cramps
2860,Hypothyroidism,weight_gain, cold_hands_and_feets, fatigue, enlarged_thyroid, brittle_nails
2861,Hyperthyroidism,weight_loss, excessive_hunger, sweating, fast_heart_rate, irritability
2862,Hypoglycemia,sweating, dizziness, fatigue, headache, palpitations
2863,Osteoarthristis,joint_pain, knee_pain, hip_joint_pain, swelling_joints, movement_stiffness
2864,Arthritis,joint_pain, swelling_joints, movement_stiffness, muscle_pain, stiff_neck
2865,(vertigo) Paroymsal  Positional Vertigo,spinning_movements, loss_of_balance, unsteadiness, dizziness, nausea
2866,Acne,pus_filled_pimples, blackheads, scurring, skin_peeling, blister
2867,Urinary tract infection,burning_micturition, spotting_ urination, continuous_feel_of_urine, bladder_discomfort, foul_smell_of urine
2868,Psoriasis,skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
2869,Impetigo,skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, itching
2870,Fungal infection,skin_rash, dischromic _patches, itching, scurring, skin_peeling
2871,Allergy,itching, shivering, chills, watering_from_eyes,redness_of_eyes
2872,GERD, acidity, stomach_pain, indigestion, vomiting, loss_of_appetite
2873,Chronic cholestasis,yellowing_of_eyes, yellowish_skin, dark_urine, itching, abdominal_pain
2874,Drug Reaction,skin_rash, itching, nausea, vomiting, fatigue
2875,Peptic ulcer diseae,stomach_pain, acidity, vomiting, indigestion, loss_of_appetite
2876,AIDS,weight_loss, muscle_wasting, swelled_lymph_nodes, diarrhea, fatigue
2877,Diabetes ,polyuria, excessive_hunger, weight_loss, blurred_and_distorted_vision, family_history
2878,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,stomach_pain
2879,Bronchial Asthma, cough, breathlessness, phlegm, throat_irritation, congestion
2880,Hypertension ,fast_heart_rate, headache, dizziness, palpitations, fatigue
2881,Migraine,headache, pain_behind_the_eyes, blurred_and_distorted_vision, nausea, sweating
